CustomerID,Frequency,Monetary,Recency,Cluster
12426,3.4011973816621555,6.3677239572926005,5.272999558563747,One-timers
12427,3.555348061489413,6.562966556056543,2.4849066497880004,Regulars
12428,5.703782474656201,8.971727789758042,3.258096538021482,VIP loyal customers
12429,4.574710978503383,8.22961777994264,2.19722457733622,VIP loyal customers
12430,2.3978952727983707,5.546738725046515,3.7612001156935615,One-timers
12431,5.480638923341991,8.766610933235144,3.58351893845611,VIP loyal customers
12432,4.68213122712422,8.528987365898944,3.7612001156935615,At-risk
12433,6.040254711277414,9.501207616377732,0.0,VIP loyal customers
12434,3.9889840465642745,6.640124169001876,4.442651256490317,At-risk
12435,3.58351893845611,8.965703740354877,4.382026634673881,At-risk
12436,2.772588722239781,6.232467662722958,4.605170185988092,One-timers
12437,5.303304908059076,8.496308619028499,0.6931471805599453,VIP loyal customers
12438,4.584967478670572,7.974825299640368,2.6390573296152584,VIP loyal customers
12441,2.3978952727983707,5.156465742307796,5.905361848054571,One-timers
12442,2.4849066497880004,5.147843253193202,1.0986122886681098,Regulars
12444,5.176149732573829,8.518284595617938,3.044522437723423,VIP loyal customers
12445,1.3862943611198906,4.893352133481524,3.091042453358316,One-timers
12446,4.060443010546419,6.910062615033828,4.060443010546419,At-risk
12447,3.258096538021482,6.166446736515173,5.493061443340548,One-timers
12448,3.091042453358316,6.108024613019408,3.784189633918261,Regulars
12449,5.25227342804663,8.310732208995784,3.091042453358316,VIP loyal customers
12450,2.079441541679836,5.287660786359508,5.049856007249537,One-timers
12451,5.872117789475416,9.097565773134916,2.3978952727983707,VIP loyal customers
12452,3.1354942159291497,6.060454085256045,2.833213344056216,Regulars
12453,3.7612001156935615,6.561157956238944,4.897839799950911,At-risk
12455,4.499809670330265,7.810701365831105,4.290459441148391,At-risk
12456,4.859812404361672,8.056391890567294,3.784189633918261,At-risk
12457,4.219507705176107,7.55892354604908,4.060443010546419,At-risk
12458,3.6375861597263857,6.853721390489652,4.262679877041316,At-risk
12461,3.555348061489413,6.717659581714128,4.543294782270004,At-risk
12462,4.276666119016055,7.024657927211213,0.6931471805599453,VIP loyal customers
12463,4.477336814478207,7.172907959892839,3.828641396489095,At-risk
12464,3.367295829986474,7.100068419903744,2.302585092994046,Regulars
12465,3.9318256327243257,6.598359153623602,2.079441541679836,Regulars
12468,3.688879454113936,6.584846639478353,4.962844630259907,At-risk
12471,6.274762021241939,9.838464647436918,0.6931471805599453,VIP loyal customers
12472,5.968707559985366,8.737048141203223,3.4339872044851463,VIP loyal customers
12473,5.187385805840755,7.9544530276980465,3.367295829986474,VIP loyal customers
12474,6.124683390894205,8.870167094946396,2.833213344056216,VIP loyal customers
12475,3.58351893845611,6.583934671914352,3.9889840465642745,At-risk
12476,5.575949103146316,8.786698054863514,0.0,VIP loyal customers
12477,5.730099782973574,9.4816651401843,3.1354942159291497,VIP loyal customers
12478,3.58351893845611,6.5235476217538855,1.3862943611198906,Regulars
12479,3.555348061489413,6.168145224011851,1.3862943611198906,Regulars
12480,5.0369526024136295,8.096095529158339,3.332204510175204,VIP loyal customers
12481,5.384495062789089,8.628888400469885,3.1354942159291497,VIP loyal customers
12483,4.394449154672439,7.752391027663637,2.833213344056216,VIP loyal customers
12484,5.857933154483459,8.410781011842609,3.49650756146648,VIP loyal customers
12488,4.007333185232471,7.169088242610914,2.302585092994046,Regulars
12489,2.70805020110221,5.813921554767002,5.817111159963204,One-timers
12490,5.501258210544727,8.597469102664936,1.6094379124341005,VIP loyal customers
12491,3.258096538021482,6.132095676847728,3.6635616461296463,Regulars
12492,2.995732273553991,5.572952192650384,4.143134726391533,One-timers
12493,3.1354942159291497,6.03258249782888,5.111987788356544,One-timers
12494,4.430816798843313,7.038213203338115,2.302585092994046,Regulars
12497,2.6390573296152584,6.949952327681926,4.406719247264253,At-risk
12498,3.1354942159291497,6.000672027858895,3.044522437723423,Regulars
12500,4.174387269895637,8.344331548210857,3.1354942159291497,VIP loyal customers
12501,5.075173815233827,7.64476622318847,5.752572638825633,At-risk
12502,4.990432586778736,8.222518729087312,4.564348191467836,At-risk
12504,2.70805020110221,4.736198448394496,2.8903717578961645,Regulars
12506,3.1354942159291497,4.297285406218791,5.4510384535657,One-timers
12507,3.1354942159291497,7.1373261308766045,4.897839799950911,At-risk
12508,4.23410650459726,5.987130167240427,3.258096538021482,Regulars
12509,1.9459101490553128,5.173320876373351,5.648974238161206,One-timers
12510,3.49650756146648,6.89017158802482,4.962844630259907,At-risk
12512,3.5263605246161616,4.927471052835487,4.189654742026425,One-timers
12513,3.58351893845611,6.374667004542158,4.442651256490317,At-risk
12514,3.9318256327243257,6.925280805847955,5.58724865840025,At-risk
12515,2.772588722239781,5.949860997252907,5.8664680569332965,One-timers
12516,3.258096538021482,7.179353700165689,4.356708826689592,At-risk
12517,5.655991810819852,7.809902460734627,3.332204510175204,VIP loyal customers
12518,4.820281565605037,7.62895041228724,0.0,VIP loyal customers
12519,2.8903717578961645,5.831413158959755,4.158883083359672,One-timers
12520,5.043425116919247,7.856517073203141,4.3694478524670215,At-risk
12521,3.6375861597263857,6.396396179610003,4.962844630259907,At-risk
12522,2.4849066497880004,5.261238358306616,3.6635616461296463,One-timers
12523,4.700480365792417,7.464836428863297,0.6931471805599453,VIP loyal customers
12524,4.969813299576001,8.40865429672557,2.19722457733622,VIP loyal customers
12526,4.262679877041316,7.1828535059231005,0.0,VIP loyal customers
12527,2.8903717578961645,5.85424063121706,4.406719247264253,One-timers
12528,4.553876891600541,7.561267260501392,2.19722457733622,VIP loyal customers
12530,4.219507705176107,7.392419662251538,4.0943445622221,At-risk
12531,2.833213344056216,4.830072190317164,2.70805020110221,Regulars
12532,2.772588722239781,5.857447322200351,3.4011973816621555,Regulars
12534,4.143134726391533,6.993180398530395,4.875197323201151,At-risk
12535,3.5263605246161616,6.574168874339382,4.5217885770490405,At-risk
12536,5.60947179518496,8.320404285384706,2.079441541679836,VIP loyal customers
12538,3.044522437723423,5.897016495564267,3.367295829986474,Regulars
12539,5.613128106388071,8.25647756719427,3.091042453358316,VIP loyal customers
12540,6.175867270105761,9.496198782567047,2.995732273553991,VIP loyal customers
12541,3.951243718581428,6.888755928972354,3.4011973816621555,At-risk
12544,2.995732273553991,5.874087678954409,3.4011973816621555,Regulars
12545,3.912023005428146,6.908145202951904,4.31748811353631,At-risk
12546,4.248495242049359,7.04009846596985,3.8501476017100575,At-risk
12547,2.079441541679836,5.336576078665127,5.288267030694535,One-timers
12548,1.6094379124341005,4.55597994179732,5.111987788356544,One-timers
12550,4.04305126783455,6.871951920016859,4.3694478524670215,At-risk
12551,2.302585092994046,5.123963979403259,5.8805329864007,One-timers
12552,2.995732273553991,6.081807867005583,3.6635616461296463,Regulars
12553,5.278114659230517,8.203098695012624,2.079441541679836,VIP loyal customers
12556,4.795790545596741,6.403093950183991,3.912023005428146,At-risk
12557,3.49650756146648,9.39190831153866,2.772588722239781,VIP loyal customers
12559,3.091042453358316,6.284525875385508,5.739792912179234,One-timers
12560,4.709530201312334,7.650354309511078,1.6094379124341005,VIP loyal customers
12561,2.772588722239781,5.475835739835971,5.713732805509369,One-timers
12562,5.123963979403259,8.23793950016037,2.079441541679836,VIP loyal customers
12564,3.044522437723423,6.124464548569226,5.564520407322694,One-timers
12565,2.302585092994046,4.876494191827054,5.641907070938114,One-timers
12566,2.995732273553991,5.8484598526909775,4.290459441148391,One-timers
12567,6.137727054086234,9.117670104534872,3.1354942159291497,VIP loyal customers
12569,5.25227342804663,8.310166561954285,0.6931471805599453,VIP loyal customers
12571,3.5263605246161616,6.253078530184769,3.688879454113936,Regulars
12572,4.127134385045092,6.912464174709871,2.19722457733622,Regulars
12573,3.332204510175204,5.078543132703431,5.424950017481403,One-timers
12574,2.3978952727983707,5.386557155397445,5.755742213586912,One-timers
12576,4.48863636973214,7.17547441128832,3.58351893845611,At-risk
12577,4.997212273764115,6.389233448581676,3.555348061489413,At-risk
12578,4.787491742782046,7.920577263030037,3.044522437723423,VIP loyal customers
12579,3.4339872044851463,6.01791171712283,4.290459441148391,At-risk
12580,3.1780538303479458,6.029963846258592,5.5093883366279774,One-timers
12581,2.70805020110221,5.286801310586789,3.688879454113936,One-timers
12582,3.091042453358316,6.237073843137855,5.476463551931511,One-timers
12583,5.525452939131784,8.880076423988264,1.0986122886681098,VIP loyal customers
12584,4.836281906951478,7.546419874242333,1.3862943611198906,VIP loyal customers
12585,4.574710978503383,7.592270309506709,5.455321115357702,At-risk
12586,2.4849066497880004,5.192623461988973,2.833213344056216,Regulars
12587,1.3862943611198906,4.969813299576001,2.079441541679836,Regulars
12588,2.302585092994046,5.370172803648464,3.6635616461296463,One-timers
12589,3.555348061489413,6.4718515817334055,3.367295829986474,Regulars
12590,4.248495242049359,9.196381397235324,5.247024072160486,At-risk
12591,3.258096538021482,6.115560944820958,5.75890177387728,One-timers
12592,2.8903717578961645,6.081305251107771,4.5217885770490405,One-timers
12593,3.044522437723423,6.03572063836252,4.691347882229144,One-timers
12594,4.77912349311153,8.107786324775343,3.6375861597263857,At-risk
12596,3.295836866004329,6.426925255251526,3.9318256327243257,At-risk
12597,5.365976015021851,8.211518213134104,2.9444389791664403,VIP loyal customers
12598,4.890349128221754,8.00726050219884,2.302585092994046,VIP loyal customers
12599,4.127134385045092,6.9398158036738185,3.367295829986474,At-risk
12600,4.174387269895637,7.855947697467566,3.367295829986474,At-risk
12601,3.367295829986474,6.344864132912794,5.247024072160486,One-timers
12602,2.4849066497880004,5.031221927704644,4.07753744390572,One-timers
12603,1.0986122886681098,6.605568520327474,3.091042453358316,Regulars
12604,2.772588722239781,5.538042677453924,4.3694478524670215,One-timers
12609,4.0943445622221,7.027181408464674,4.356708826689592,At-risk
12610,4.709530201312334,7.629485057295698,3.1354942159291497,At-risk
12611,4.174387269895637,7.084494617479859,3.951243718581428,At-risk
12612,3.044522437723423,6.467061877396524,4.060443010546419,At-risk
12613,5.093750200806762,8.076819818169845,3.4339872044851463,VIP loyal customers
12614,2.995732273553991,5.75447558897172,5.627621113690637,One-timers
12615,4.653960350157523,7.7368266122316625,0.6931471805599453,VIP loyal customers
12616,3.58351893845611,6.488064463609991,4.442651256490317,At-risk
12617,3.737669618283368,5.873609633868467,3.367295829986474,Regulars
12618,2.3978952727983707,5.177899613068897,3.091042453358316,Regulars
12619,4.553876891600541,8.075523536947138,2.772588722239781,VIP loyal customers
12620,4.5217885770490405,7.199984497477645,2.70805020110221,VIP loyal customers
12621,6.161207321695077,9.518712178128878,0.6931471805599453,VIP loyal customers
12622,2.3978952727983707,5.19351225218191,5.44673737166631,One-timers
12623,2.8903717578961645,5.720639591722624,5.62040086571715,One-timers
12624,3.6375861597263857,6.463232244470209,4.663439094112067,At-risk
12625,4.51085950651685,7.8687593044423,5.356586274672012,At-risk
12626,5.726847747587197,8.762231298065657,3.1354942159291497,VIP loyal customers
12627,5.438079308923196,8.407050146564243,2.3978952727983707,VIP loyal customers
12628,3.7612001156935615,6.6458838930300725,1.3862943611198906,Regulars
12630,4.158883083359672,7.147464852884822,2.302585092994046,Regulars
12631,3.4339872044851463,6.4622491213367885,4.04305126783455,At-risk
12633,4.634728988229636,7.668855457214286,4.07753744390572,At-risk
12635,4.61512051684126,7.431998483065471,4.499809670330265,At-risk
12637,5.976350909297934,8.691692567904052,4.204692619390966,VIP loyal customers
12638,3.6635616461296463,6.509796924563367,3.49650756146648,At-risk
12639,3.091042453358316,6.1864143640514095,5.476463551931511,One-timers
12640,3.970291913552122,7.068665915870411,3.1780538303479458,At-risk
12641,2.302585092994046,5.225208894727398,4.74493212836325,One-timers
12642,3.8501476017100575,6.920928134692384,3.218875824868201,At-risk
12643,3.1780538303479458,8.115114343452138,4.852030263919617,At-risk
12644,3.4339872044851463,6.169422430244873,4.867534450455582,One-timers
12645,4.30406509320417,7.470440636678505,3.5263605246161616,At-risk
12646,3.80666248977032,7.205612904447424,1.6094379124341005,Regulars
12647,4.852030263919617,8.207925142445905,3.091042453358316,VIP loyal customers
12648,3.044522437723423,5.762208603124813,5.043425116919247,One-timers
12649,3.49650756146648,6.403093950183991,4.672828834461906,At-risk
12650,2.995732273553991,5.750793278925555,1.0986122886681098,Regulars
12651,2.19722457733622,4.736198448394496,5.814130531825066,One-timers
12652,3.9318256327243257,6.818410272104226,5.7745515455444085,At-risk
12653,3.7612001156935615,7.700679918905134,5.003946305945459,At-risk
12654,3.6375861597263857,6.400224222165576,2.3978952727983707,Regulars
12656,4.867534450455582,8.289720281940799,2.833213344056216,VIP loyal customers
12657,4.02535169073515,7.04930692323288,2.3978952727983707,Regulars
12658,3.58351893845611,6.530950511367184,2.9444389791664403,Regulars
12659,1.6094379124341005,4.51830425296643,3.4011973816621555,One-timers
12660,2.5649493574615367,5.501666290534067,2.3978952727983707,Regulars
12662,5.44673737166631,8.247241011393816,0.0,VIP loyal customers
12664,3.6375861597263857,8.489591752289035,2.079441541679836,VIP loyal customers
12665,1.3862943611198906,4.123093975508087,5.783825182329737,One-timers
12667,3.49650756146648,6.429929133479254,4.060443010546419,At-risk
12668,5.123963979403259,8.22769079651572,1.9459101490553128,VIP loyal customers
12669,4.624972813284271,7.382578525192613,5.017279836814924,At-risk
12670,4.543294782270004,8.001740211264757,2.302585092994046,VIP loyal customers
12672,2.302585092994046,5.420092423473958,5.799092654460526,One-timers
12673,3.737669618283368,6.414311053046921,1.6094379124341005,Regulars
12674,4.51085950651685,7.559721025431156,2.4849066497880004,VIP loyal customers
12676,3.80666248977032,7.1939787882476045,3.218875824868201,At-risk
12678,5.117993812416755,9.774986912997894,3.737669618283368,VIP loyal customers
12679,4.02535169073515,6.964768682308569,3.951243718581428,At-risk
12680,3.951243718581428,6.7601945046193705,0.0,Regulars
12681,6.470799503782602,9.523514006066211,2.70805020110221,VIP loyal customers
12682,6.263398262591624,9.41639635887302,1.3862943611198906,VIP loyal customers
12683,5.891644211825772,9.014458082665495,1.3862943611198906,VIP loyal customers
12684,4.653960350157523,7.733521561155678,2.079441541679836,VIP loyal customers
12685,5.056245805348308,7.959653247425154,3.332204510175204,VIP loyal customers
12686,1.9459101490553128,4.49020816751841,5.918893854273146,One-timers
12688,5.14166355650266,8.491631251069965,4.736198448394496,At-risk
12689,4.276666119016055,7.128985000091073,3.258096538021482,At-risk
12690,2.772588722239781,5.963605050228902,5.327876168789581,One-timers
12691,3.4657359027997265,6.942929353989791,3.332204510175204,Regulars
12693,3.713572066704308,6.722581658919556,4.795790545596741,At-risk
12694,3.610917912644224,6.7681138293474365,4.248495242049359,At-risk
12695,3.295836866004329,6.36664225427769,1.9459101490553128,Regulars
12697,3.7612001156935615,6.844836778235963,3.044522437723423,Regulars
12700,5.598421958998375,8.490436399873591,2.079441541679836,VIP loyal customers
12701,3.970291913552122,6.681745122879627,4.382026634673881,At-risk
12702,2.4849066497880004,5.389071729816501,2.995732273553991,Regulars
12703,3.091042453358316,5.615679593101228,4.158883083359672,One-timers
12704,4.499809670330265,7.7056407816776575,1.9459101490553128,VIP loyal customers
12705,5.8522024797744745,8.826769819203228,2.70805020110221,VIP loyal customers
12707,3.49650756146648,6.402613471684444,5.676753802268282,One-timers
12708,5.159055299214529,7.869524029255121,3.4011973816621555,VIP loyal customers
12709,5.54907608489522,9.137135069216908,1.0986122886681098,VIP loyal customers
12710,4.3694478524670215,7.030477209305735,4.574710978503383,At-risk
12712,4.955827057601261,8.352702908312464,3.1354942159291497,VIP loyal customers
12713,3.6375861597263857,6.743529010457275,0.0,Regulars
12714,5.556828061699537,8.457201119497926,2.19722457733622,VIP loyal customers
12715,3.044522437723423,5.868901354684857,4.663439094112067,One-timers
12716,4.23410650459726,6.959863741030232,1.3862943611198906,Regulars
12717,4.02535169073515,6.888552071997701,5.017279836814924,At-risk
12718,2.9444389791664403,5.473320542534312,4.262679877041316,One-timers
12719,3.737669618283368,6.410339342126064,1.6094379124341005,Regulars
12720,5.883322388488279,8.650548568550942,1.0986122886681098,VIP loyal customers
12721,5.099866427824199,7.874351217245638,3.4657359027997265,At-risk
12722,4.04305126783455,6.807194338027523,4.442651256490317,At-risk
12723,4.23410650459726,6.586268201917995,1.3862943611198906,Regulars
12724,3.970291913552122,6.9386820771292905,1.6094379124341005,Regulars
12725,3.1780538303479458,6.0586557966483054,5.916202062607435,One-timers
12726,4.820281565605037,7.866760613263829,3.332204510175204,At-risk
12727,4.948759890378168,8.280888409824204,2.3978952727983707,VIP loyal customers
12728,3.828641396489095,6.729023272038716,4.262679877041316,At-risk
12729,3.258096538021482,6.115914200294571,4.736198448394496,One-timers
12731,5.6240175061873385,9.841261555452474,3.1780538303479458,VIP loyal customers
12732,2.4849066497880004,5.464932893520374,5.19295685089021,One-timers
12733,3.091042453358316,5.950512335776552,5.455321115357702,One-timers
12734,1.3862943611198906,4.704110133842995,5.8664680569332965,One-timers
12735,3.7612001156935615,6.658742485620535,5.752572638825633,At-risk
12736,1.3862943611198906,5.455321115357702,5.808142489980444,One-timers
12738,2.3978952727983707,5.045680635839056,5.918893854273146,One-timers
12739,3.6375861597263857,6.920710990142353,4.356708826689592,At-risk
12740,3.295836866004329,6.05818817915089,4.158883083359672,At-risk
12743,4.897839799950911,6.30340621158099,4.897839799950911,At-risk
12744,5.43372200355424,9.118267845311951,3.951243718581428,VIP loyal customers
12747,4.634728988229636,8.341889352735464,0.6931471805599453,VIP loyal customers
12748,8.442900586834382,10.277534230365864,0.0,VIP loyal customers
12749,5.442417710521793,8.260544561544629,1.3862943611198906,VIP loyal customers
12750,2.70805020110221,5.619965988563091,4.859812404361672,One-timers
12752,3.970291913552122,8.381781174382802,4.394449154672439,At-risk
12753,5.438079308923196,9.953420396931104,1.3862943611198906,VIP loyal customers
12754,4.174387269895637,7.989262099747307,5.4638318050256105,At-risk
12755,1.791759469228055,7.69766612797439,5.521460917862246,One-timers
12756,1.3862943611198906,4.719212902028751,4.465908118654584,One-timers
12757,5.932245187448011,8.349413388938133,2.772588722239781,VIP loyal customers
12758,4.574710978503383,7.934366604961484,4.762173934797756,At-risk
12759,4.553876891600541,7.333963748228201,3.951243718581428,At-risk
12762,4.23410650459726,7.548829914248973,2.079441541679836,VIP loyal customers
12763,2.8903717578961645,6.202697447396357,4.927253685157205,One-timers
12764,3.80666248977032,7.434777034450196,5.75890177387728,At-risk
12766,5.736572297479192,8.852182901065781,1.3862943611198906,VIP loyal customers
12769,3.4657359027997265,7.041936460448157,5.476463551931511,At-risk
12770,2.4849066497880004,7.208933369101689,5.351858133476067,One-timers
12772,4.007333185232471,6.793992899643471,4.0943445622221,At-risk
12775,4.204692619390966,7.208777968370992,2.833213344056216,Regulars
12778,3.9318256327243257,6.689885297920587,2.995732273553991,Regulars
12779,5.068904202220232,8.260673812278307,3.044522437723423,VIP loyal customers
12781,3.4011973816621555,6.562048535244802,3.044522437723423,Regulars
12782,4.672828834461906,7.728996597049559,1.6094379124341005,VIP loyal customers
12783,4.454347296253507,7.380174737760397,0.6931471805599453,VIP loyal customers
12784,4.07753744390572,6.353360836069354,2.19722457733622,Regulars
12785,2.70805020110221,5.722636940170732,1.0986122886681098,Regulars
12787,2.995732273553991,6.139151525006747,2.302585092994046,Regulars
12789,1.3862943611198906,4.520156811661135,4.174387269895637,One-timers
12790,3.044522437723423,5.783578998182753,5.2574953720277815,One-timers
12791,0.6931471805599453,5.260615499364025,5.924255797414532,One-timers
12792,3.218875824868201,5.992813636677278,5.54907608489522,One-timers
12793,3.1780538303479458,6.301666140989633,5.814130531825066,One-timers
12794,3.80666248977032,6.757409019827197,3.970291913552122,At-risk
12795,2.6390573296152584,6.064900865181165,2.9444389791664403,Regulars
12797,2.833213344056216,5.268785563941999,5.886104031450156,One-timers
12798,2.079441541679836,8.850380037045921,2.302585092994046,Regulars
12802,3.258096538021482,6.022430126364862,5.214935757608986,One-timers
12808,3.332204510175204,6.181361504628556,3.610917912644224,Regulars
12809,3.258096538021482,6.182828431886166,5.123963979403259,One-timers
12811,3.4339872044851463,6.24387559610276,5.564520407322694,One-timers
12812,2.70805020110221,5.436512865299436,3.80666248977032,One-timers
12814,0.6931471805599453,4.835646784669093,4.624972813284271,One-timers
12815,3.8501476017100575,6.969283022273341,4.997212273764115,At-risk
12816,3.367295829986474,6.34948858061601,4.564348191467836,At-risk
12817,1.3862943611198906,5.112228723184838,5.638354669333745,One-timers
12818,2.772588722239781,7.325069903447451,5.181783550292085,At-risk
12820,4.07753744390572,6.848366143637881,1.0986122886681098,Regulars
12821,1.791759469228055,4.529584199031496,5.365976015021851,One-timers
12822,3.8501476017100575,6.823264359333238,4.262679877041316,At-risk
12823,1.6094379124341005,7.47278495676164,4.31748811353631,One-timers
12824,3.218875824868201,5.984238502016242,4.0943445622221,One-timers
12826,4.543294782270004,7.2917379497028225,1.0986122886681098,VIP loyal customers
12827,3.218875824868201,6.0641339850673575,1.791759469228055,Regulars
12828,4.02535169073515,6.926292399980548,1.0986122886681098,Regulars
12829,2.4849066497880004,5.533587097660087,5.7745515455444085,One-timers
12830,3.6635616461296463,8.81706071873182,3.6375861597263857,At-risk
12831,2.19722457733622,5.370870559229745,5.568344503761097,One-timers
12832,3.295836866004329,5.9481133150948144,3.4657359027997265,Regulars
12833,3.1780538303479458,6.033997077826684,4.976733742420574,One-timers
12834,2.8903717578961645,5.7442203954295765,5.645446897643238,One-timers
12836,5.1647859739235145,7.868200685822712,4.07753744390572,At-risk
12837,2.4849066497880004,4.898585790287632,5.153291594497779,One-timers
12838,4.812184355372417,6.526685178208683,3.5263605246161616,At-risk
12839,5.755742213586912,8.627592590550664,1.0986122886681098,VIP loyal customers
12840,4.7535901911063645,7.906278319602821,4.969813299576001,At-risk
12841,6.084499413075172,8.262662166860395,1.6094379124341005,VIP loyal customers
12842,3.5263605246161616,7.020181771721503,4.248495242049359,At-risk
12843,4.68213122712422,7.427001351056272,4.189654742026425,At-risk
12844,3.951243718581428,5.786774674452019,3.367295829986474,Regulars
12845,3.295836866004329,5.869551118109087,5.58724865840025,One-timers
12847,4.51085950651685,6.770261761784023,3.091042453358316,At-risk
12849,3.9318256327243257,6.957392703173027,3.4339872044851463,At-risk
12851,3.912023005428146,4.906607223672208,4.574710978503383,One-timers
12852,2.995732273553991,5.702948793907623,5.66988092298052,One-timers
12853,4.430816798843313,7.539930902550599,4.68213122712422,At-risk
12854,4.74493212836325,7.161738365447318,4.3694478524670215,At-risk
12855,1.0986122886681098,3.6402142821326553,5.921578419643816,One-timers
12856,5.75890177387728,7.679103472336248,2.079441541679836,VIP loyal customers
12857,3.828641396489095,7.008866780350549,5.351858133476067,At-risk
12863,1.791759469228055,6.222973014753819,3.951243718581428,One-timers
12864,1.0986122886681098,4.991248580296066,4.927253685157205,One-timers
12865,4.564348191467836,7.344764272765539,3.258096538021482,At-risk
12866,3.258096538021482,6.326364119168874,5.645446897643238,One-timers
12867,6.311734809152915,8.29059869242577,3.258096538021482,VIP loyal customers
12868,4.672828834461906,7.382161701692664,5.225746673713202,At-risk
12871,2.3978952727983707,5.941854046554647,4.430816798843313,One-timers
12872,4.189654742026425,6.396879653966105,5.7899601708972535,At-risk
12873,1.3862943611198906,5.924255797414532,5.641907070938114,One-timers
12875,0.6931471805599453,5.838400776380962,4.962844630259907,One-timers
12876,4.442651256490317,7.70437018500221,4.060443010546419,At-risk
12877,5.0369526024136295,7.336787162912193,1.3862943611198906,VIP loyal customers
12878,3.8918202981106265,6.735352369371111,2.8903717578961645,Regulars
12879,2.4849066497880004,6.314580122199121,3.80666248977032,One-timers
12881,1.9459101490553128,5.697093486505405,5.62040086571715,One-timers
